bulan,no_laporan,kelurahan,kategori,pengaduan,tgl_pengaduan,waktu_pengaduan,tgl_disposisi,waktu_disposisi,tgl_selesai,tgl_target_selesai,keterangan
03,127767,KAPUK,Banjir,"Koh ahok, kapuk Raya di jln berdikari blm surut dr kmrn, lokasi jakbar 11720 rt 5/1 ,mohon ditanggulangi, petugas kelurahan tidak ad yg datang & pasukan orange",2017-02-22,9:25:45,2017-02-22,10:03:33,2017-03-04,2017-02-23,"1. 1 Mengerjakan saluran air yang mampet di Jl Berdikari Rt.05/01 dengan mengeruk lumpur dan sampah
2. 2  menggunakan mesin penyedot air untuk mengeringkan genangan yang ada di jalan berdikari.
3. 3  Lokasi genangan sudah diatasi dan kering 
4. 4  pelapor akan mengirim sms kembali ucapan terima kasih kepada Pak Gubernur, bahwa sudah di TL oleh Kelurahan Kapuk  
"
03,127791,PEKOJAN,Kelurahan,Pagi pak ahok... saya mau melaporkan.. tetang kelurahan pekojan... suami ku kan bikin KK ( Kartu Keluarga ) note : ganti nama sesuai dgn akta lahir ny.. suami ku sudah sls proses d SUDIN tgl  8 februari 2017.. da sudah beres sudah ksh berkas2 ny k kelurahan pekojan tgl 13 februari 2017 krn suami ku ktp d daerah pekojan... tp td pagi pas qta mau ambil KK nya kata kelurahan pekojan blm di kerjakan krn banjir kmrn... yg jd pertanyaan saya ap kah minta pergantian KK br kelurahan mang butuh waktu lama.. sedangkan di SUDIN saja 1 hr sls pak ahok gmn y?,2017-02-22,10:16:30,2017-02-22,10:23:36,2017-03-04,2017-02-23,KK SUDAH BISA DIAMBIL
03,127796,DUKCAPIL,Lain-lain,"Pak gubenur.saya mau tanya,apa mengesah kan anak dari luar nikah menjadi anak sah nikah.susah ya.kog saya dipersulit didinas kependudukan jakarta barat.trims",2017-02-22,10:26:28,2017-02-22,10:27:55,2017-03-29,2017-03-17,"Sudah di SMS kepada YBS, dan telah dijelaskan sesuai dengan Ps. 50 ayat 2 UU NO.23 Tahun 2006 jo UU.24 Tahun 2013 ttg Administasi Kependudukan yang menjelaskan Pengesahan anak hanya berlaku bagi anak yang orangtuanya telah melaksanakan perkawinan sah menurut hukum agama dan hukum negara"
03,127829,KEDOYA UTARA,Banjir,Toolong. Permh greengarden kedoya masi banjir,2017-02-22,14:41:54,2017-02-23,9:41:20,2017-03-30,2017-03-07,Banjir di Komp. Green Garden benar ada apabila hujan besar akibat luapan air dari anak kali angke yang belum di Sheetpile dan kalau ada hanya sebentar langsung surut
03,127830,DURI KEPA,Banjir,"Pagi, team Pak Ahok. Pak, aku mo minta tlg daerah perum taman ratu indah banjirnya sdh hampir masuk ke dlm rumah org tua saya. Papi saya lagi sakit batpil, panas badannya. Sy minta tlg spy banjirnya bs cepat ditangani. Sy kasian sama org tua sy. Tks ya, team Pak Ahok. Jbu. ",2017-02-22,14:41:55,2017-02-23,9:42:08,2017-03-05,2017-02-24,"Topografi di lingkungan Taman Ratu merupakan area dataran rendah dikarenakan dataran tersebut dahulunya rawa/sawah yang telah diuruk menjadi dataran yang saat ini dimanfaatkan sebagai rumah tinggal. Wilayah Taman Ratu terdapat kali sodetan dan kali sekretaris sehingga apabila hujan lebat, kali tersebut tumpah ke lingkungan sekitar Taman Ratu. Pada saat ini keadaan cerah dan tidak ada genangan air/ banjir di Taman Ratu."
03,127835,RAWABUAYA,Lain-lain,"Siang pak ahok, saya Mawar warga bojong indah mau minta tlg ditertibkan bengkel motor di jln cabe rawit raya ( dekat pasar bojong indah - rawa buaya cengkareng.. Parkiran motor nya terlalu sembarangan sehingga mengganggu kendaraan lain yg melintas. Mohon bantu ditertibkan pak, dan bnyk juga bangunan liar diatas saluran air. Mohon di bantu tertibkan pak agar bs lbh rapi. Trima ksih.",2017-02-22,14:45:48,2017-02-23,9:45:19,2017-03-29,2017-03-15,Berkoordinasi dengan Kasat Pol PP Kelurahan Rawa Buaya dan Memberikan Surat Himbauan
03,127921,CENGKARENG TIMUR,Kelurahan,"pak ahok , saya mau mengeluhkan pembuatan kk baru di kelurahan cengkareng timur , tertulis 14 hari kerja sejak tanggal 1 februari , tetapi sampai saat ini belum dibuat dgn alasan orang yang membuat terkena musibah , saya menunggu pengecekan saja sangat lama. rt 07/14 kelurahan cengkareng timur, sedangkan untuk segala urusan seperti sim , pencoblosan gubernur dan lainnya membutuhkan kk , mohon pak di review lagi kelurahan cengkareng timur , terima kasih",2017-02-22,17:15:28,2017-02-23,9:45:53,2017-03-05,2017-02-24,Lurah koordinasi dengan kasatpel dukcapil kelurahan cengkareng timur
03,127884,KAPUK,Banjir,"selamat sore Pak Ahok, mau beritahu utk wilayah kapuk khususnya di rw 02 dan 03 masih terendam banjir, mohon ditindaklanjuti, terima kasih",2017-02-22,15:57:59,2017-02-23,9:49:32,2017-03-30,2017-02-23," 1  bahwa PPSU sudah mulai menangani permasalahan banjir di Rw.01, Rw.02 dan Rw.03 dari tanggal 22 dan 23 Februari 2017 2. untuk lokasi tersebut sudah kering dan saluran sudah mengalir
3.  hasil konfrimasi ke pelapor sdr. Johan sangat berterima kasih bahwa penanganan banjir sudah diatasi
4.  yang bersangkutan  akan mengirim sms kembali kepada bapak Gubernur 

"
03,128028,WIJAYA KUSUMA,Banjir,Tolong perhatiannya pak Ahok air yg menggenangi pemukiman kami yaitu jelambar Duta mas sampai skrg kok airnya gak surut2 ya tempat lain udah pada surut ketinggian airnya sampai 50cm sekali lagi lagi mohon perhatiannya pak terima kasih,2017-02-23,16:17:31,2017-02-24,10:01:12,2017-03-29,2017-02-27,Genangan yang terjadi di wilayah Kelurahan Wijaya Kusuma terjadi karena curah hujan sangat tinggi dan pasangnya ketinggian Kali Angke yang terjadi pada tanggal 21 s/d 22 Pebruari 2017. Genangan hanya terjadi sesaat dan berangsur-angsur surut pada keesokan harinya ( tgl. 23 Pebruari 2017). Kondisi saat ini sudah tidak ada genangan lagi.
03,128022,PINANGSIA,Sampah,"Malam pak, dari taman sari 6 gang jaya bakti jakarta barat. Dibantu petugas kebersihan tidak pernah datang lagi untuk ambil sampah warga padahal sudah bayar iuran kebersihan",2017-02-23,16:07:23,2017-02-24,10:09:50,2017-03-06,2017-02-28,Koordinasi dihadiri :                        1. Ketua RW.07 Kel. Tamansari    2. Ketua Rt.004 Rw.07                   3. Pelapor                    
03,128135,TANAH SEREAL,Kelurahan,"pak ahok selamat siang... E KTP di kelurahan tanah sereal kosong sampai berbulan bulan, bagaimana ya pak ahok tindak lanjutnya?. sy buat EKTP skrng ini disuruh balik sekitar bulan april. makasih pak ahok",2017-02-24,11:29:12,2017-02-24,11:45:03,2017-03-06,2017-02-28,Setiap permohonan E-KTP karena ketersediaan blanko dari Kementrian Dalam Negeri sekarang ini dalam keadaan tidak ada maka untuk sementara diganti dengan Surat Keterangan (Suket) sampai blangko tersedia.
03,128329,KEDOYA UTARA,Banjir,Pak mau melapor kalau di dlm komplek green garden jakarta barat banjir lagi. Uda 2x kali dlm mggu ini dan gk surut dr jam 2230WIB. Thnks.,2017-02-27,1:40:14,2017-02-27,9:58:49,2017-03-30,2017-02-28,Benar adanya banjir hanya sebentar kalau ada hujan besar dan tidak lama langsung surut itu hanya 2 jam saja
03,128359,KEDOYA UTARA,Banjir,Kemarin sore jam 6.20 pm mulai hujan sampai jam 8pm stop. Tdk ada banjir sama sekali. Lalu mulai jam 10an pm baniir kiriman datang lah. Masuk ke Komp. Green Garden. Sampai jam 5.30 pagi msh tinggi. 30cm. Surut jam 8 pagi,2017-02-27,2:43:09,2017-02-27,10:14:31,2017-03-27,2017-02-28,Banjir di Komp. Green Garden benar ada apabila hujan besar akibat luapan air dari anak kali angke yang belum di Sheetpile dan kalau ada hanya sebentar langsung surut
03,128460,ANGKE,Kemacetan,"Selamat siang pak, hari ini minggu 26 maret 2017 pukul 17.00 saya ingin menyampaikan keluhan mengenai kemacetan yg terjadi di sekitar kali jodoh. Terutama di tol turunan angke . Bisa stuck tidak bergerak sekitar 30 menit bahkan lebih terutama saat weekend.  Hal ini terjadi semenjak kalijodoh sangat banyak didatangi pengunjung. Jalanan didepan kalijodoh dimanfaatkan semua org utk berjualan , nge-tem angkot , pak ogah , parkir liar . Jalanan menjadi sangat macet dan tidak kondusif . Mohon kiranya dibantu. Terima kasih",2017-02-27,13:32:06,2017-02-27,13:38:42,2017-03-09,2017-02-28,"Terkait pengaduan sdr... perlu kami sampaikan bahwa Animo masyarakat yg akan mengunjungi ke RTH dan RPTRA Kalijodo sebagai sarana bermain anak2 serta sekarang imi sebagai tempat rekreasi Wisata warga masyarakat jakarta karena didukung berbagai fasilitas yg sangat2 memadai...apa lg adanya Kendaraan Bus Tingkat yg melayani  rute kota tua, balaikota dan RTH RPTRA Kalijodo PP..kami memahami terbatasnya sarana parkir ..dan terbatas nya petugas...tapi kami selalu rutin dan berupaya semaksimal mungkin menghalau para pedagang asongan dan para pengguna kendaraan yg parkir sembarangan..."
03,128694,GROGOL,Kelurahan,"Yth Bp. Ahok, kami mau melaporkan kinerja pegawai Kelurahan Grogol PTSP yg bernama SEBASTIAN yang seringkali mempersulit warga yg membutuhkan pelayanan kelurahan yg menyebabkan warga harus bolak balik ke kelurahan dan seringkali menyulitkan dengan meminta data yg mengada2, sebaiknya orang tsb jangan diletakkan di bagian pelayanan masyarakat. tks. ",2017-02-28,17:09:08,2017-01-03,12:24:28,2017-03-11,2017-03-06,bahwa ybs pada waktu melaporkan permohonannya sudah selesai dilayani
03,128723,PEKOJAN,Kelurahan,"Pak Ahok, pembuatan e-ktp d kelurahan pekojan jakarta barat memakan waktu lebih dari 6 bulan. Tolong di cek, saya ada perbaikan nama krn salah cetak dan hingga sekarang belom dapet yang baru",2017-01-03,14:10:30,2017-01-03,14:12:35,2017-03-29,2017-03-07,Telah dilakukan beberapa kali untuk menghubungi nomor pengadu namun tidak dapat dihubungi dan memberikabn sms bahwa blanko memang belum dapat disediakan oleh Kementrian Dalam Negeri 
03,128726,GROGOL,Kelurahan,"Selamat malam TimSes AhokDjarot. Sy Halley Tjandra pendukung paslon nomor 2. Ingin melaporkan apakah proses pembuatan Ektp yang hilang membutuhkan waktu lebih dari setengah tahun? Sy tinggal di daerah grogol, Jakarta Barat. Setiap saya datang ke kelurahan grogol selalu mendapatkan jwban blanko habis. Thx",2017-01-03,14:14:10,2017-01-03,14:19:13,2017-03-11,2017-03-06,bahwa sesuai surat edaran menteri dalam negeri nomor 471.13/12155/dukcapil tanggal 15 november 2016 tentang ketersediaan blanko ktp elektronik
03,128748,IMIGRASI,Lain-lain,"Bapak, tolong dibantu. Kantor imigrasi jakarta barat, system down sudah 2 minggu, menyebabkan pelayanan sangat buruk, petugas yg ada juga sangat tidak ramah. Tidak dapat menjelaskan, langsung ditinggal begitu saja. Terima kasih.",2017-01-03,15:11:19,2017-01-03,15:23:37,2017-03-31,2017-03-27,MEMBERIKAN PENJELASAN KEPADA PELAPOR BAHWA SISTEM DI KANTOR IMIGRASI SEDANG DOWN
03,128892,KEMBANGAN UTARA,Kelurahan,Selamat siang. Saya mau lapor pembuatan ktp saya yang seharusnya selesai 9 februari 2016 tapi sampai tgl 2 Maret 2017 belum jadi juga di kelurahan kembangan utara.,2017-02-03,13:13:51,2017-02-03,13:26:02,2017-03-27,2017-03-06,Untuk yang bersangkutan sudah dibuatkan Surat Keterangan ( SUKET ) dari Dukcapil Kembangan Utara sambil menungggu Blangko E-KTP ada
03,129064,PEGADUNGAN,Reklame/Spanduk Liar,Pak sy sugianto mau ksh kbr di tpt sy bambu larangan rw 5  pegadungan ada spanduk menjelek kan bpk ahok tlg di turun kan,2017-06-03,9:49:37,2017-06-03,9:59:41,2017-03-16,2017-03-10,Koordinasi By Phone
03,129084,KEDAUNG KALIANGKE,Kelurahan,Selamat Pagi Pa Ahok sy dg Bambang Arianto Almt Kedaung kali angke Blok B No 1 Rt 006/002 Jakarta Barat. Sy buat EKTP sudah sejak bulan September 2016 sampai sekarang blm juga jadi. Mohon Pa Gubernur di perhatikan utk kelurahan kedaung Kali Angke. Krn KTP tsb sangat kita perlukan. Tksh,2017-06-03,10:22:36,2017-06-03,10:24:55,2017-03-16,2017-03-09,Klarikasi / Memberikan Penjelasan mengenai Pengaduan Masyarakat  dan Membantu dengan memberikan Surat Keterangan Penggati       E-KTP
03,129139,KEMBANGAN UTARA,Parkir Liar,"Pak Basuki selamat siang, laporan: sekarang terlalu banyak yg punya mobil tidak memiliki parkir pribadi, contohnya di rumah orang tua saya di perum. Taman kota, blok  e, kembangan utara, jak-bar, jalanan penuh mobil parkir, dan mengganggu, sekiranya punya mobil harus memiliki parkir pribadi yg sesuai dgn luasannya, dari onggo susanto, terima kasih.",2017-06-03,11:54:27,2017-06-03,12:06:29,2017-03-16,2017-03-13,Telah dilaksanakan penertiban parkir liar dilokasi blok e RW.05 Komplek Taman Kota dengan hasil 5 mobil / roda empat di tertibkan langsung dibawa oleh petugas dishub jakbar diposko rawa buaya. Penertiban parkir liar melibatkan unsur dari dishub Jakbar  Pol PP Kecamatan dan Kelurahan dan dari unsur Kelurahan Kembangan Utara.
03,129142,KALIDERES,Kelurahan,"Selamat siang pak basuki, saya rika warga Kalideres Jakarta Barat ingin mengadu, sudah sejak September pembuatan e-ktp di kelurahan kalideres, hingga Maret tidak pernah jadi. Setiap bulan saya mengunjungi kelurahan tapi tidak ada kejelasan dari bagian birokrasi. Mohon penjelasan dan penyelesainnya. Terima kasih pak.",2017-06-03,11:57:58,2017-06-03,12:08:35,2017-03-16,2017-03-07,Setelah dikoordinasikan dengan Kasatpel Dukpencapil Kel. Kalideres bahwa hingga saat ini blanko KTP elektronik (e-KTP) belum tersedia dari Kemendagri
03,129159,SUKABUMI SELATAN,Banjir,"Siang Pak Ahok, mohon dibantu Jl. Asirot 3 Kel.Sukabumi Selatan, Kec.Kebun Jeruk,Jakbar. Klo hujan besar banjir,got penuh sampah,wilayah RT 11,12,04/RW 01. Banjir juga di Jl. Asirot & depan Jl. Asirot Dalam di turunan jln depan Alfamart & Indomaret. Mohon juga diberikan plang nama jalan. Trims,Pak.(Winda)",2017-06-03,12:48:56,2017-06-03,12:58:34,2017-03-16,2017-03-08,Permasalahan banjir disebabkan adanya penyempitan kali sekretaris dan sampah yg menyumbat di kali sekretaris. Pembersihan Kali sudah dilakukan oleh UPK Badan Air DKI Jakarta dan Kali Sekretaris ini sedang dalam proses pembebasan lahan untuk dinormalisasi dan disediakan jalan inspeksi.
03,129180,TOMANG,Kecamatan,"Yth.Bpk. Gubernur Dki Jakarta. Nama. Pak Budi. Alamat. Jln. Tomang Tinggi Raya Rt.002/06 Kel.Tomang, kec. Grogol Petamburan. jakarta Barat. Persisnya d belakang Rs. Sumber waras. Pak sy binggung ko pasar malam d tmp sy ada lg pd hal pak camat sm pak lurah tomang sdh melarang dan bahkan kini pak camat sm pak lurah sdh memberi ijin dgn syarat 1 bulan 2 kali. Pak tlg beri teguran sm pak camat dan lurah tlg hentikan pasar malam itu karna berada d jalur hijau dan kami sangat terganggu Terima kasih",2017-06-03,14:17:54,2017-06-03,14:20:02,2017-03-16,2017-03-14,"Kami dari pihak Kelurahan dan Kecamatan sudah menutup pasar malam yang berada di jalan Tomang Tinggi Raya dan setiap hari minggu sore kami adakan penjagaan dilokasi (foto terlampir). Pada tanggal 5 maret 2017, kami mendapat laporan dari warga bahwa pasar malam tersebut membuka kembali karena pada tanggal tersebut tidak ada dari kelurahan yang jaga sehingga mungkin mereka buka secara sembunyi - sembunyi. Terkait dengan pengaduan bahwa pihak Kelurahan dan Kecamatan memberikan ijin 2 minggu sekali untuk membuka pasar malam itu tidak benar. Demikian kami sampaikan dan akan kami TL kembali. Terima kasih."
03,129317,KAPUK,RT/RW,"Selama malam bapak ahok yang terhormat , saya Lukas warga kebon jahe Kapuk Cengkareng No.81 Rt 015/03 melaporkan bahwa ada tindakan kecurangan terhadap Ketua RW 003 dimana saat saya minta tanda tangan surat pengantar dari beliau , malah beliau minta uang sejumlah 1 juta untuk acc tanda tangan , mohon bapak kiranya menindak lanjutin ketua RW yang kurang sopan tersebut.trima kasih",2017-06-03,22:19:18,2017-07-03,9:35:46,2017-03-17,2017-03-13,1. Menurut keterangan dari ketua Rw.003 bahwa tanah tersebut adalah tanah perumnas                                                     2. Pelapor sudah beberapa kali datang kerumah Ketua Rw.003 untuk permohonan pengantar pelayanan surat tanah                                                    3. Menurut keterangan Ketua Rw.03 ybs tidak berani karena tanah tersebut milik perumnas
03,129309,TAMANSARI,Lain-lain,"Yth bapak2 ,laporan sy 1716455 belum ditindaklanjuti, sy Leny ,lapor tgl 20,21,23,28 Pebr tolong pak, Jl.Mangga Besar 4F no 28 Jak Bar, sy harap, bpk2 bisa menolong krn rt,rw,kelurahan tdk merespon. Pengaduan: tembok tetangga no.26  tanpa izin menempel dan talang airnya buat tembok basah sdh 2 kali korslet listrik, sy sdh bicara tp tdk ditanggapi, tgl 16/2/17 sy lapor ke rt10 tp rt tdk ada,rw02,kel.tamansari tp tdk ada tindakan, sy sdh jelaskan penting tolong agar tdk terjadi kebakaran, tp dr rt,rw,kelurahan tdk ada yg datang. Saat  hujan, khawatir listrik korslet dan dlm rmh sy banjir.Mohon Pak segera bantuannya, agar talang airnya dipindah, agar tdk korslet listrik lagi. Nb: perseteruan antar tetangga ini yg ke3.Terima kasih pak (Nb: tolong juga pak, agar warga disini (mg.bsr 4f rt 10 rw 02 )punya ketua rt yg bisa ditemui, krn rt nya TDK PERNAH bisa ditemui sejak jadi ketua rt)              ",2017-06-03,21:18:55,2017-07-03,9:37:36,2017-03-17,2017-03-10,Klarifikasi dan bertemu kedua belah pihak
03,129294,KOTA BAMBU SELATAN,Kelurahan,"Pak Ahok, di kota bambu, Jakarta Barat , banyak sekali e ktp kami blm jadi, alasannya krn ada kepalsuan dr pengurus yg lama, walaupun kami masih bisa mengikuti pilkada, kita doakan Pak Ahok tetap menang",2017-06-03,20:11:50,2017-07-03,9:39:05,2017-03-17,2017-03-09,"Konfirmasi dengan pelapor terkait permasalahannya;
2. Koordinasi dengan Petugas Kependudukan terkait laporan."
03,129206,KAPUK,Kelurahan,PAK. TLNG. GUBERNUR YTH. TLNG. KEL KAPUK. PELAYANAN DI PERBAIKIN LAMBAT. BANGET BWAT NGURUSIN SEMUANYA TLG DI SIDAK. PAK KMREN SAYA NGURUSIN ORANG MENINGAL. LAMA BNGET PAK TRIMAKASIH,2017-06-03,15:08:33,2017-07-03,9:46:38,2017-03-17,2017-03-09,"1. Ybs sudah dihubungi dan pelapor membuat surat kematian, tetapi yang meninggal tidak mempunyai dokumen kependudukan DKI 2. pelapor mengaku sebagai anak almarhun tetapi tidak mengetahui nama kakek eknya 2. menurut keterangan pelapor surat kematian sudah di proses dan sudah jadi kurang dari 1 jam  "
03,129188,JOGLO,Kelurahan,"Selamat malam pak Ahok, saya Edwin warga joglo jakbar. setiap Minggu pagi jam 9 mesjid daerah saya di jl.almubarok, joglo jakbar pasti selalu ada semacam ceramah pengajian, yg isinya selalu mendiskreditkan agama Kristen. Ini sdh mengganggu sekali pak, Krn dilakukan bukan hanya untuk kalangan intern tp ini sengaja disiarkan keluar pakai toa yg pastinya didengar dgn jelas oleh warga sekitar. Mohon ditertibkan pak, ini sdh amat meresahkan karena bisa menyulut kebencian. TKS atas atensinya pak Ahok.",2017-06-03,14:27:29,2017-07-03,10:17:14,2017-03-30,2017-03-07,"Diminta kepada pengurus masjid Al Mubarok, untuk mengevaluasi narasumber dan materi ceramah, demi keharmonisan umat beragama"
03,129197,KEBON JERUK,Kelurahan,"halo pak, saya bikin ektp bulan lalu tp sampai skg belom jdi. tolong dibantu dong pak. sy bikin ektp sy di kelurahan kebun jeruk jakbar. thx",2017-06-03,14:53:25,2017-07-03,10:21:37,2017-03-17,2017-03-08,Konfirmasi dan telpon kepada pelapor dan menjelaskan bahwa E-Ktp memang belum dapet dicetak dikarenakan blanko E-Ktp dari Kemendagri memang belum turun.
03,129409,JELAMBAR BARU,RT/RW,"saya mau melaporkan oknum RT 007/006 kelurahan jelambar baru. Yg mempersulit surat pengantar RT , untuk keperluan peranjangan KTP saya yg blm elektrik",2017-08-03,13:56:36,2017-08-03,15:31:17,2017-03-18,2017-03-15,Pelapor sudah menerima Surat Keterangan Kasatpel Dukcapil pada Tanggal 8 Maret 2017
03,129522,PEKOJAN,Kelurahan,PAGI PAK. KAMI ADA MELIHAT SAAT PILKADA GUBERNUR BULAN FEBRUARY YG BARU KHUSUSNYA DI KELURAHAN PEKOJAN.KECAMATAN TAMBORA RW 06 TERDAPAT BANYAK WARGA YG TDK MENDAPATKAN HAK SUARA PILIH. WARGA TANYA SAMA RW . RW NYA JAWAB PULANG DULU SAJA. SETELAH JAM 12 SIANG BALIK. WARGA TANYA KENAPA NAMANYA TIDAK TERCANTUM DI DAFTAR PEMILIHAN. JAWABNYA KELURAHAN BELUM TERDAFTAR. PADAHAL SEMINGGU SEBELUMNYA SDH KAMI TANYAKAN DAN MINTAKAN SURAT HAK PILIH. SAMPAI HARI H NYA PUN NAMA KAMI TIDAK TERDAFTAR. SEDIH PAK. MOHON BULAN 4 JGN TERULANG LAGI . KLU RW KAMI ATAU LURAH KAMI GAK MEMBERI PERHATIAN UTK WARGANYA. MINTA PAK AHOK PANTAU LANGSUNG DEH .SEDIH DEMOKRASI NYA PAK.MOHON DITELUSURI,2017-09-03,11:42:23,2017-09-03,12:51:59,2017-03-19,2017-03-09,Penambahan pemilih ke dalam Daftar Pemilih PilGub Putaran Kedua 19 April 2017.
03,129572,TANJUNG DUREN SELATAN,Parkir Liar,Tolong ditindak mobil parkir liar di sepanjang jalan taman anggrek sampai terowongan tol . Terima kasih,2017-09-03,15:27:42,2017-09-03,15:58:56,2017-03-19,2017-03-15,Bergabung dengan unsur Dishub dan Satpol PP
03,129754,SEMANAN,Kelurahan,"Pagi Pak ahok. Saya yuli, warga semanan, telp ke kelurahan semanan dari tadi pagi jam 9 sekarang jam 10 ga diangkat. Bukan nada sibuk. Bingung apa saking sibuknya sampai ga bisa angkat telp. Padahal saya mau tanya petugas kpu uda ada blum. Karena tadi pagi jam 8 saya ke sana. Dia bilang pps nya baru dtg jam 10-11. Seharusnya kan pps itu ada dari jam 8. Mau daftar dpt aja susah. Telp call centernya yg 31908701 juga salah. Itu toko katanya. Daftar aja penuh perjuangan. Ampun d. Telp call center, jawabnya ragu ragu gitu. Bener2 ga professional. ",2017-10-03,10:03:26,2017-10-03,10:16:31,2017-03-20,2017-03-17,"engalami gangguan.
2.      Call center PPS kelurahan semanan adalah
Lukman : 0852 1862 2651
Abdul Fatah : 0878 0979 6000
Erida : 0812 8930 9844
 
3.      Menindaklanjuti dari kedatangan PPS pada pukul 10:00, PPS telah memberitahukan kepada warga dengan menempelkan pemberitahuan di pintu masuk kantor PPS Semanan dan juga informasi melalui Whats Up RT/RW/LMK/KPPS se Kelurahan Semanan. Dikarenakan PPS harus menginput data tambahan hingga pukul 23:00.
 "
03,129836,DUKCAPIL,Kelurahan,"Selamat siang bpk gub,. Saya leo warga mangga besar taman sari,. Saya baru saja menikah dengan orang luar daerah,. Saya mau tanya pak, saya mau buat kk baru dan perpindahan ktp luar kota ke jakarta (istri) kenapa dipersulit ya pak,. Orang suku dinas kembangan menyuruh saya bolak balik untuk keperluan yang sebelumnya tidak diberitahu oleh kelurahan,. Seandainya 1x balik tidak masalah pak,.tapi ini kenapa disuruh pake surat pernyataan orang tua segala yah pak? Mohon infonya pak,. Kalo bisa saya ngomong langsung, saya ngomong langsung deh pak,.",2017-10-03,14:36:45,2017-10-03,14:39:26,2017-03-20,2017-03-17,"sedang  di proses oleh Kasatpel Kelurahan terkait, namun dikarenakan aplikasi Konsolidasi Kemendagri sedang out of service, proses tersebut dalam tahap berkelanjutan.tks"
03,129927,TAMANSARI,Lain-lain,"Yth bapak2 ,laporan sms sy tgl 20,21,23,28 pebr & 6 maret, pd jumat 10/3 jam 5 sore, br tahap peninjauan&foto  ke rmh sy dari kelurahan, Jl.Mangga Besar 4F no 28 Jak Bar, Rt10 Rw02 Kel.Tamansari. Sy akan melapor ke Bpk, tiap perkembangan. Pengaduan: tembok tetangga no.26  tanpa izin menempel dan talang airnya buat tembok basah sdh 2 kali korslet listrik dan dlm rmh banjir, sy sdh bicara dgn tetangga tp tdk ditanggapi.Sy berharap pihak kelurahan dpt segera selesaikan masalah ini, agar tdk terjadi kebakaran, krn saat hujan, khawatir listrik korslet dan dlm rmh sy banjir.Mohon Pak segera bantuannya, agar talang airnya dipindah, agar tdk korslet listrik lagi. Nb: perseteruan antar tetangga ini yg ke3.Terima kasih pak (Nb: tolong juga pak, agar warga mg.bsr 4f rt10 rw02 punya ketua rt yg bisa ditemui, krn rt nya TDK PERNAH bisa ditemui sejak jadi ketua rt dan ini sdh sy sampaikan kpd Bp.Lurah)              ",2017-10-03,19:21:00,2017-03-13,9:38:38,2017-03-23,2017-03-13,Klarifikasi dan bertemu kedua belah pihak dan Ketua RT dan Pengurusnya
03,129969,TOMANG,Kelurahan,Bapak ahok sy mendaftar ke kelurahan tomang. Tolong diusut sblm hr senin ini. Sy daftar kan ktp dan kk saya krn kmrin blm dpt kartu pemilih.tp mereka ga mau ksh bukti tanda terima.alasanya suruh tgu tgl 28 .liat sy ad di daftar pemilih ga nama saya kl ga ada baru dikasih tanda terimanya. Dulu sblm pemilu pun bgtu dgn org yg sama mau daftar tp ditolak alasanny suruh lgs dtg k tps aj bw ftokopi kk dan ktp. Kynya mau dicurangin,2017-11-03,16:29:12,2017-03-13,9:49:13,2017-03-23,2017-03-14,"PPS Kel. Tomang telah melaksanakan tahapan Pilkada putaran II sesuai prosedur, jadi untuk pemilih yang belum terdaftar dapat dilihat datanya setelah DPS diumumkan yaitu tanggal 28 Maret 2017. Apabila namanya tidak ada maka dapat melaporkan ke PPS untuk didaftarkan ke DPT. Jadi tidak ada pemilih baru mendapat tanda terima untuk memilih karena tahapan saat ini adalah penginputan data-data pemilih untuk masuk dalam DPS."
03,129946,KAPUK,RT/RW,"Kepada yth bapak gubernur,saya mau menginformasikan bahwa di ketua RT saya selalu pilih kasih masalah pembangunan jalan khususnya di wilayah Rt 017 Rw 013 kapuk cengkareng",2017-10-03,22:22:30,2017-03-13,10:49:12,2017-03-23,2017-03-15,"1.  bahwa pelapor (bp Sumarjo) warga RT.017/013 blok G merasa kurang di perhatikan oleh Ketua RT, Jalan di Lingkungannya blm di aspal                                                     2.  hasil konfirmasi dan peninjauan bersama Ketua Rt.017/013 benar  jalan di lingkungan Rt.017 blok G belum di aspal namun sudah di flur/cor secara swadaya masyarakat dan yang sudah diaspal adalah jalan utama                    3.  menurut Ketua Rt. 017/013 Sdh di masukan dlm Musrenbang tahun 2016 dan 2017 untuk perbaikan jalan / pengecoran 

"
03,129967,TEGAL ALUR,Sampah,"Siang pak, saya mau melapor ada tetangga dpb rmh setiap hari bakar smpah rmh tangga dan smph lain ny asap nya smpe masuk ke rmh2 sdh pernh saya minta tolong utk tdk bakar tp keesokan hari nya tetap saja dia bakar, mohon bantuan bapak utk dpt menindak lanjutin nya,alamt rmh saya di Jln pelopor blok O4 no 21 menceng,tegal alur jakrta barat. ",2017-11-03,16:29:06,2017-03-13,11:02:13,2017-03-23,2017-03-16,Teguran Lisan kepada warga yang membakar sampah dan sampah diangkut oleh PPSU setiap hari
